Unnamed: 0,year,log_gdp,social_s,life_ex,life_choices,generosity,corruption,positive_a,negative_a,population,spirit_c,wine_c,beer_c,forest_c,u_pop,age_dr,happiness_s
293,2007,6.987,0.532,40.9,0.663,0.081,0.782,0.568,0.33,4198004.0,0.03347,0.01251,0.27827,36.42653054672702,38.339,89.0169462220735,4.16
294,2010,7.091,0.483,42.7,0.69,-0.036,0.845,0.523,0.257,4386765.0,0.04,0.02,0.31,36.28206362965104,38.904,88.9664313541697,3.568
295,2011,7.125,0.387,43.08,0.78,-0.016,0.834,0.524,0.277,4418639.0,0.03,0.02,0.35,36.2339079906257,39.135,90.2289908730842,3.678
296,2016,6.785,0.29,44.9,0.624,0.033,0.859,0.579,0.494,4537683.0,0.01,0.02,0.54,35.99312979549905,40.618,91.5254816750744,2.693
297,2017,6.817,0.32,45.2,0.645,0.073,0.89,0.614,0.599,4596023.0,0.02,0.02,0.53,35.94497415647373,40.98,90.3957901033625,3.476
298,2006,7.36,0.724,43.18,0.306,0.028,0.961,0.58,0.263,10457122.0,0.01682,0.04715,0.23094,4.653113087674714,21.834,107.751171951674,3.435
299,2007,7.359,0.479,43.66,0.295,-0.011,0.874,0.614,0.245,10818031.0,0.02244,0.14133,0.26322,4.587754129606099,21.868,107.533494850141,4.141
300,2008,7.356,0.571,44.14,0.527,0.063,0.944,0.569,0.225,11183589.0,0.01914,0.16452,0.29464,4.522395171537484,21.901,107.03443166455,4.632
301,2009,7.364,0.646,44.62,0.401,0.021,0.931,0.557,0.221,11560142.0,0.01847,0.18742,0.30211,4.45703621346887,21.934,106.312863519304,3.639
302,2010,7.457,0.734,45.1,0.505,0.025,0.858,0.545,0.287,11952134.0,0.03,0.05,0.32,4.391677255400253,21.985,105.428603102879,3.743
303,2011,7.425,0.819,45.42,0.54,0.031,0.876,0.591,0.289,12360986.0,0.04,0.05,0.37,4.290025412960611,22.054,104.936554316455,4.393
304,2012,7.476,0.673,45.74,0.563,-0.034,0.884,0.527,0.316,12784748.0,0.04,0.04,0.37,4.188373570520966,22.142,104.20170255028,4.033
305,2013,7.498,0.714,46.06,0.488,-0.045,0.882,0.462,0.314,13220433.0,0.04,0.04,0.41,4.086721728081322,22.248,103.292445518794,3.508
306,2014,7.532,0.733,46.38,0.567,-0.07,0.881,0.536,0.329,13663562.0,0.03,0.02,0.47,3.9850698856416775,22.372,102.261181972065,3.46
307,2015,7.527,0.751,46.7,0.474,-0.029,0.889,0.607,0.358,14110971.0,0.01,0.01,0.48,3.883418043202033,22.515,101.13186258237,4.323
308,2016,7.431,0.616,47.2,0.525,0.052,0.82,0.582,0.468,14561658.0,0.01,0.01,0.46,3.791772554002541,22.677,100.370698626557,4.029
309,2017,7.37,0.661,47.7,0.615,0.008,0.792,0.628,0.538,15016761.0,0.01,0.01,0.39,3.700127064803049,22.858,99.4705716781817,4.559
310,2018,7.363,0.577,48.2,0.65,0.024,0.763,0.553,0.544,15477727.0,0.01,0.01,0.37,3.608481575603558,23.059,98.4395463477595,4.486
311,2019,7.365,0.64,48.7,0.537,0.055,0.832,0.587,0.46,15946882.0,0.01,0.01,0.37,3.516836086404066,23.279,97.2876367891277,4.251
312,2006,9.85,0.836,68.66,0.744,0.168,0.634,0.804,0.348,16354507.0,2.85,2.22,2.26,22.005750929348032,86.842,48.6325033957939,6.063
313,2007,9.887,0.815,68.72,0.662,0.244,0.723,0.767,0.342,16530201.0,2.22,2.83,2.34,22.127897656052465,86.9,47.8105658500582,5.698
314,2008,9.911,0.804,68.78,0.64,0.084,0.741,0.757,0.33,16708255.0,2.71,2.17,2.43,22.250044382756894,86.959,47.0450063677754,5.789
315,2009,9.885,0.832,68.84,0.747,0.149,0.734,0.808,0.3,16886184.0,2.5,2.85,2.32,22.37219110946133,87.017,46.3866660078212,6.494
316,2010,9.931,0.857,68.9,0.786,0.108,0.702,0.809,0.3,17062531.0,2.1,3.1,2.35,22.49433783616576,87.074,45.8657596405225,6.636
317,2011,9.98,0.819,69.04,0.701,0.112,0.753,0.804,0.317,17233584.0,2.0,2.51,2.51,22.72857657773976,87.132,45.5512635918129,6.526
318,2012,10.023,0.855,69.18,0.734,0.195,0.782,0.815,0.288,17400359.0,3.15,2.65,2.55,22.96281531931376,87.189,45.308745485292,6.599
319,2013,10.053,0.862,69.32,0.737,0.085,0.741,0.855,0.285,17571511.0,2.19,2.37,2.67,23.19705406088777,87.246,45.1721161977661,6.74
320,2014,10.059,0.862,69.46,0.733,0.217,0.758,0.87,0.276,17758969.0,2.28,2.85,2.79,23.43129280246177,87.303,45.1601799894557,6.844
321,2015,10.07,0.827,69.6,0.769,0.041,0.812,0.803,0.333,17969356.0,2.43,2.61,2.85,23.665531544035765,87.36,45.2716349513929,6.533
322,2016,10.074,0.841,69.7,0.652,0.102,0.858,0.869,0.283,18209072.0,2.43,2.61,2.69,23.83085596853936,87.422,45.3018470553491,6.579
323,2017,10.072,0.88,69.8,0.79,-0.02,0.836,0.838,0.291,18470435.0,2.43,2.61,2.73,23.996180393042938,87.49,45.3828417811474,6.32
324,2018,10.097,0.89,69.9,0.789,-0.06,0.816,0.833,0.276,18729166.0,2.43,2.61,2.76,24.16150481754652,87.564,45.5258897268677,6.436
325,2019,10.095,0.869,70.0,0.659,-0.103,0.86,0.809,0.337,18952035.0,2.43,2.61,2.76,24.32682924205011,87.643,45.7212156534683,5.942
326,2006,8.696,0.747,66.88,0.76,-0.0235,0.8045,0.809,0.17,1338408644.0,1.88,0.06,1.34,20.362395813472432,43.868,37.6015877423412,4.56
327,2007,8.824,0.811,67.06,0.76,-0.176,0.8045,0.817,0.159,1345993891.0,2.37,0.08,1.43466,20.613879642658187,45.199,37.0137663297364,4.863
328,2008,8.911,0.748,67.24,0.853,-0.092,0.8045,0.817,0.147,1353569480.0,2.64,0.08,1.55,20.86536347184394,46.539,36.7435137159405,4.846
329,2009,8.996,0.798,67.42,0.771,-0.16,0.8045,0.786,0.162,1361169410.0,3.19,0.1,1.58692,21.116847301029694,47.88,36.6013371826769,4.454
330,2010,9.092,0.768,67.6,0.805,-0.133,0.8045,0.765,0.158,1368810604.0,3.91,0.17,1.67,21.36833113021545,49.226,36.489722882657,4.653
331,2011,9.179,0.787,67.76,0.824,-0.186,0.8045,0.82,0.134,1376497633.0,3.43,0.18,1.75,21.574629668488456,50.511,36.5541919887164,5.037
332,2012,9.249,0.788,67.92,0.808,-0.185,0.8045,0.821,0.159,1384206408.0,3.5,0.2,1.82,21.78092820676146,51.765,36.6549076506147,5.095
333,2013,9.319,0.778,68.08,0.805,-0.158,0.8045,0.836,0.142,1391883335.0,3.54,0.2,1.88,21.987226745034462,53.013,36.834603872708,5.241
334,2014,9.386,0.82,68.24,0.76,-0.217,0.8045,0.854,0.112,1399453966.0,3.61,0.18,1.86,22.19352528330747,54.259,37.1756398956484,5.196
335,2015,9.449,0.794,68.4,0.76,-0.244,0.8045,0.809,0.171,1406847868.0,3.74,0.19,1.73,22.39982382158048,55.5,37.7138573515833,5.304
336,2016,9.51,0.742,68.7,0.76,-0.228,0.8045,0.826,0.146,1414049353.0,3.75,0.2,1.68,22.60612363805241,56.736,38.4988746045366,5.325
337,2017,9.571,0.772,69.0,0.878,-0.175,0.8045,0.821,0.214,1421021794.0,3.39,0.2,1.66,22.812423454524343,57.96,39.4359455718714,5.099
338,2018,9.632,0.788,69.3,0.895,-0.159,0.8045,0.856,0.19,1427647789.0,2.92,0.19,1.66,23.018723270996283,59.152,40.4452687500938,5.131
339,2019,9.688,0.822,69.6,0.927,-0.173,0.8045,0.891,0.147,1433783692.0,2.63,0.18,1.66,23.225023087468216,60.308,41.3961197826969,5.144
340,2006,9.277,0.91,65.22,0.805,-0.015,0.808,0.8,0.326,43200901.0,1.40523,0.048,2.95321,55.50146372239748,76.423,55.6641133960589,6.025
341,2007,9.33,0.894,65.34,0.786,-0.04,0.86,0.808,0.287,43737512.0,1.37471,0.048,3.09981,55.32771789094186,76.816,54.5261860117794,6.138
342,2008,9.351,0.88,65.46,0.795,-0.042,0.763,0.803,0.307,44254972.0,1.29381,0.048,2.98826,55.15397205948626,77.204,53.3153535125867,6.168
